user_id,subscription_type,subscription_category,start_date,end_date,amount
1290,Premium,3 month,2025-02-15,2025-05-16,691.21
1291,Premium,Yearly,2024-10-04,2025-10-04,605.06
1292,Family,Monthly,2025-02-17,2025-03-19,909.58
1293,Free,Monthly,2024-11-06,2024-12-06,0.0
1294,Family,Monthly,2024-10-08,2024-11-07,605.06
1295,Premium,3 month,2024-11-30,2025-02-28,605.06
1296,Free,Yearly,2024-11-11,2025-11-11,0.0
1297,Premium,Yearly,2025-07-16,2026-07-16,390.6
1298,Free,Monthly,2024-09-10,2024-10-10,0.0
1299,Free,3 month,2025-03-21,2025-06-19,0.0
1300,Premium,Monthly,2025-05-09,2025-06-08,605.06
1301,Free,3 month,2025-06-18,2025-09-16,0.0
1302,Premium,Monthly,2025-01-10,2025-02-09,605.06
1303,Free,Yearly,2024-12-29,2025-12-29,0.0
1304,Family,Monthly,2025-02-25,2025-03-27,605.06
1305,Family,Monthly,2024-11-25,2024-12-25,605.06
1306,Family,Yearly,2024-12-15,2025-12-15,838.01
1307,Premium,Monthly,2025-02-12,2025-03-14,684.99
1308,Premium,3 month,2025-08-04,2025-11-02,584.66
1309,Premium,3 month,2024-11-01,2025-01-30,605.06
1310,Family,Yearly,2025-02-04,2026-02-04,605.06
1311,Premium,Yearly,2025-06-28,2026-06-28,605.06
1312,Free,Monthly,2025-04-06,2025-05-06,0.0
1313,Family,Yearly,2025-08-03,2026-08-03,605.06
1314,Free,Monthly,2025-03-22,2025-04-21,0.0
1315,Family,3 month,2025-03-09,2025-06-07,605.06
1316,Premium,Yearly,2025-03-24,2026-03-24,540.47
1317,Premium,3 month,2024-10-06,2025-01-04,605.06
1318,Family,Yearly,2025-07-29,2026-07-29,605.06
1319,Family,Monthly,2024-11-19,2024-12-19,605.06
1320,Free,3 month,2025-03-31,2025-06-29,0.0
1321,Premium,Yearly,2025-01-09,2026-01-09,605.06
1322,Premium,Yearly,2025-05-02,2026-05-02,438.06
1323,Family,Monthly,2024-09-04,2024-10-04,605.06
1324,Family,3 month,2025-04-28,2025-07-27,605.06
1325,Premium,Monthly,2025-07-01,2025-07-31,800.52
1326,Free,3 month,2024-08-27,2024-11-25,0.0
1327,Premium,Yearly,2025-02-09,2026-02-09,605.06
1328,Premium,3 month,2024-12-03,2025-03-03,266.5
1329,Premium,Yearly,2025-02-28,2026-02-28,341.22
1330,Family,Monthly,2025-07-03,2025-08-02,923.84
1331,Premium,Monthly,2025-04-12,2025-05-12,925.63
1332,Premium,Yearly,2025-01-22,2026-01-22,605.06
1333,Free,Yearly,2025-04-05,2026-04-05,0.0
1334,Premium,3 month,2025-02-06,2025-05-07,605.06
1335,Premium,3 month,2024-11-23,2025-02-21,337.02
1336,Premium,3 month,2025-01-31,2025-05-01,605.06
1337,Premium,3 month,2025-04-12,2025-07-11,915.3
1338,Premium,Monthly,2025-06-05,2025-07-05,605.06
1339,Family,Monthly,2024-11-20,2024-12-20,605.06
1340,Premium,3 month,2024-09-01,2024-11-30,965.08
1341,Family,Yearly,2024-09-05,2025-09-05,787.34
1342,Family,Monthly,2024-12-01,2024-12-31,942.32
1343,Premium,Monthly,2024-10-20,2024-11-19,605.06
1344,Free,Yearly,2024-08-13,2025-08-13,0.0
1345,Premium,3 month,2025-04-05,2025-07-04,605.06
1346,Family,Yearly,2025-05-21,2026-05-21,605.06
1347,Premium,Yearly,2024-10-12,2025-10-12,605.06
1348,Premium,3 month,2025-07-19,2025-10-17,605.06
1349,Premium,3 month,2024-10-19,2025-01-17,492.13
1350,Free,3 month,2024-08-14,2024-11-12,0.0
1351,Premium,3 month,2024-10-14,2025-01-12,220.93
1352,Premium,Monthly,2025-08-07,2025-09-06,605.06
1353,Family,Monthly,2024-08-27,2024-09-26,605.06
1354,Free,3 month,2024-08-25,2024-11-23,0.0
1355,Family,Monthly,2024-09-22,2024-10-22,605.06
1356,Premium,3 month,2025-01-26,2025-04-26,605.06
1357,Free,3 month,2025-02-04,2025-05-05,0.0
1358,Premium,Yearly,2025-05-11,2026-05-11,605.06
1359,Family,3 month,2025-06-18,2025-09-16,537.43
1360,Free,Yearly,2024-10-10,2025-10-10,0.0
1361,Premium,Monthly,2024-11-28,2024-12-28,737.37
1362,Free,Monthly,2025-05-22,2025-06-21,0.0
1363,Free,Yearly,2025-06-16,2026-06-16,0.0
1364,Family,Monthly,2025-02-15,2025-03-17,605.06
1365,Free,3 month,2025-01-05,2025-04-05,0.0
1366,Free,3 month,2025-07-03,2025-10-01,0.0
1367,Family,Yearly,2025-06-30,2026-06-30,605.06
1368,Premium,3 month,2024-08-12,2024-11-10,533.04
1369,Premium,3 month,2025-07-19,2025-10-17,883.74
1370,Premium,3 month,2025-07-30,2025-10-28,605.06
1371,Family,Yearly,2024-12-10,2025-12-10,757.88
1372,Premium,Yearly,2024-08-10,2025-08-10,605.06
1373,Premium,3 month,2024-11-21,2025-02-19,605.06
1374,Premium,Monthly,2025-02-15,2025-03-17,605.06
1375,Family,3 month,2025-01-13,2025-04-13,566.91
1376,Family,3 month,2024-09-25,2024-12-24,954.33
1377,Free,Yearly,2025-01-25,2026-01-25,0.0
1378,Family,3 month,2025-03-21,2025-06-19,605.06
1379,Family,3 month,2025-04-04,2025-07-03,605.06
1380,Free,Yearly,2025-02-18,2026-02-18,0.0
1381,Free,3 month,2025-07-16,2025-10-14,0.0
1382,Family,Yearly,2024-12-16,2025-12-16,605.06
1383,Premium,Monthly,2025-05-08,2025-06-07,375.88
1384,Free,3 month,2025-06-02,2025-08-31,0.0
1385,Premium,3 month,2025-07-09,2025-10-07,605.06
1386,Free,3 month,2025-07-18,2025-10-16,0.0
1387,Free,Yearly,2025-04-14,2026-04-14,0.0
1388,Premium,Monthly,2025-04-10,2025-05-10,547.42
1389,Premium,3 month,2024-09-30,2024-12-29,368.82
1390,Family,3 month,2025-07-02,2025-09-30,605.06
1391,Free,3 month,2025-05-12,2025-08-10,0.0
1392,Family,3 month,2025-07-21,2025-10-19,605.06
1393,Free,Yearly,2025-06-15,2026-06-15,0.0
1394,Premium,3 month,2025-06-04,2025-09-02,605.06
1395,Family,Yearly,2024-09-21,2025-09-21,605.06
1396,Free,Yearly,2025-05-04,2026-05-04,0.0
1397,Premium,Yearly,2025-05-15,2026-05-15,605.06
1398,Family,Yearly,2024-10-04,2025-10-04,387.25
1399,Family,3 month,2025-06-05,2025-09-03,605.06
1400,Premium,Yearly,2025-01-11,2026-01-11,605.06
1401,Premium,Yearly,2025-02-28,2026-02-28,884.18
1402,Premium,Monthly,2024-11-13,2024-12-13,907.13
1403,Premium,3 month,2024-10-03,2025-01-01,409.58
1404,Free,3 month,2025-08-05,2025-11-03,0.0
1405,Premium,Monthly,2024-11-16,2024-12-16,605.06
1406,Free,3 month,2025-07-10,2025-10-08,0.0
1407,Free,3 month,2025-05-02,2025-07-31,0.0
1408,Premium,Yearly,2024-12-13,2025-12-13,848.29
1409,Family,3 month,2025-04-12,2025-07-11,605.06
1410,Premium,Yearly,2025-01-25,2026-01-25,485.88
1411,Free,Yearly,2025-07-02,2026-07-02,0.0
1412,Free,Monthly,2025-06-10,2025-07-10,0.0
1413,Family,Yearly,2025-04-13,2026-04-13,605.06
1414,Premium,3 month,2025-02-23,2025-05-24,396.63
1415,Premium,Monthly,2025-02-20,2025-03-22,605.06
1416,Free,Monthly,2024-12-14,2025-01-13,0.0
1417,Free,Monthly,2024-11-11,2024-12-11,0.0
1418,Free,Yearly,2025-07-01,2026-07-01,0.0
1419,Premium,Yearly,2025-01-23,2026-01-23,605.06
1420,Free,3 month,2025-08-03,2025-11-01,0.0
1421,Family,Yearly,2025-03-03,2026-03-03,284.98
1422,Family,Yearly,2025-03-17,2026-03-17,605.06
1423,Family,3 month,2024-08-22,2024-11-20,605.06
1424,Premium,Yearly,2025-01-27,2026-01-27,605.06
1425,Premium,3 month,2025-05-20,2025-08-18,605.06
1426,Free,Yearly,2025-05-28,2026-05-28,0.0
1427,Premium,Yearly,2024-12-20,2025-12-20,605.06
1428,Free,3 month,2024-10-12,2025-01-10,0.0
1429,Premium,3 month,2025-03-05,2025-06-03,605.06
1430,Free,3 month,2024-08-18,2024-11-16,0.0
1431,Free,3 month,2025-06-22,2025-09-20,0.0
1432,Premium,3 month,2025-06-13,2025-09-11,442.75
1433,Family,Yearly,2025-05-12,2026-05-12,231.64
1434,Family,Yearly,2025-01-18,2026-01-18,702.35
1435,Family,Monthly,2025-08-05,2025-09-04,605.06
1436,Premium,3 month,2025-06-14,2025-09-12,605.06
1437,Premium,3 month,2025-02-12,2025-05-13,605.06
1438,Premium,3 month,2025-07-25,2025-10-23,605.06
1439,Premium,Monthly,2025-05-03,2025-06-02,605.06
1440,Premium,Monthly,2024-09-27,2024-10-27,753.54
1441,Premium,Yearly,2025-06-03,2026-06-03,605.06
1442,Family,Yearly,2025-03-21,2026-03-21,605.06
1443,Free,Yearly,2025-06-11,2026-06-11,0.0
1444,Premium,Monthly,2025-02-05,2025-03-07,572.63
1445,Family,Yearly,2025-06-10,2026-06-10,471.96
1446,Family,3 month,2025-01-27,2025-04-27,625.02
1447,Family,3 month,2025-03-11,2025-06-09,605.06
1448,Family,Yearly,2025-06-25,2026-06-25,605.06
1449,Free,3 month,2025-06-20,2025-09-18,0.0
1450,Free,3 month,2024-08-31,2024-11-29,0.0
1451,Premium,Yearly,2025-02-14,2026-02-14,605.06
1452,Premium,Yearly,2024-11-11,2025-11-11,738.89
1453,Free,Monthly,2024-12-04,2025-01-03,0.0
1454,Premium,Yearly,2025-07-18,2026-07-18,605.06
1455,Family,Yearly,2025-04-17,2026-04-17,480.14
1456,Free,3 month,2025-07-23,2025-10-21,0.0
1457,Family,Yearly,2025-06-23,2026-06-23,935.25
1458,Premium,Monthly,2025-01-19,2025-02-18,605.06
1459,Premium,Monthly,2025-04-19,2025-05-19,605.06
1460,Family,3 month,2025-05-12,2025-08-10,605.06
1461,Premium,Yearly,2024-09-17,2025-09-17,605.06
1462,Premium,3 month,2025-04-22,2025-07-21,605.06
1463,Premium,3 month,2025-01-16,2025-04-16,605.06
1464,Free,3 month,2025-05-04,2025-08-02,0.0
1465,Premium,Monthly,2025-02-12,2025-03-14,605.06
1466,Premium,Yearly,2024-11-29,2025-11-29,760.28
1467,Family,3 month,2025-04-19,2025-07-18,605.06
1468,Family,Monthly,2025-01-28,2025-02-27,916.23
1469,Family,Yearly,2025-05-18,2026-05-18,605.06
1470,Premium,Yearly,2025-05-20,2026-05-20,605.06
1471,Premium,3 month,2024-12-25,2025-03-25,605.06
1472,Premium,3 month,2025-06-03,2025-09-01,605.06
1473,Free,3 month,2025-02-27,2025-05-28,0.0
1474,Family,3 month,2025-05-16,2025-08-14,605.06
1475,Family,Monthly,2025-07-18,2025-08-17,434.74
1476,Family,Monthly,2025-02-27,2025-03-29,453.47
1477,Family,Yearly,2025-02-04,2026-02-04,605.06
1478,Free,3 month,2024-09-04,2024-12-03,0.0
1479,Premium,Monthly,2025-02-11,2025-03-13,605.06
1480,Premium,Yearly,2025-03-02,2026-03-02,370.06
1481,Free,Yearly,2025-04-17,2026-04-17,0.0
1482,Premium,Yearly,2025-03-31,2026-03-31,605.06
1483,Premium,Yearly,2024-11-28,2025-11-28,605.06
1484,Premium,Monthly,2025-01-11,2025-02-10,605.06
1485,Free,3 month,2025-05-08,2025-08-06,0.0
1486,Premium,Yearly,2024-09-22,2025-09-22,605.06
1487,Free,3 month,2024-09-14,2024-12-13,0.0
1488,Free,Yearly,2024-09-29,2025-09-29,0.0
1489,Family,Monthly,2025-01-21,2025-02-20,605.06
1490,Premium,Yearly,2024-11-06,2025-11-06,605.06
1491,Premium,3 month,2024-09-07,2024-12-06,605.06
1492,Free,Yearly,2025-06-06,2026-06-06,0.0
1493,Family,Monthly,2025-03-15,2025-04-14,925.42
1494,Family,Yearly,2024-11-11,2025-11-11,605.06
1495,Free,Monthly,2025-03-19,2025-04-18,0.0
1496,Premium,Yearly,2025-01-22,2026-01-22,964.95
1497,Family,Yearly,2024-09-14,2025-09-14,354.61
1498,Premium,Monthly,2025-05-22,2025-06-21,605.06
1499,Premium,Yearly,2025-04-08,2026-04-08,790.99
1500,Family,3 month,2024-12-11,2025-03-11,605.06
1501,Premium,Monthly,2024-11-07,2024-12-07,612.65
1502,Free,Yearly,2025-04-25,2026-04-25,0.0
1503,Free,Yearly,2024-10-11,2025-10-11,0.0
1504,Free,Yearly,2025-06-07,2026-06-07,0.0
1505,Premium,Yearly,2025-05-20,2026-05-20,605.06
1506,Free,Yearly,2025-06-05,2026-06-05,0.0
1507,Premium,Yearly,2025-07-28,2026-07-28,605.06
1508,Premium,Monthly,2025-04-06,2025-05-06,605.06
1509,Premium,Yearly,2025-07-07,2026-07-07,605.06
1510,Premium,Monthly,2025-07-31,2025-08-30,605.06
1511,Premium,Yearly,2024-11-09,2025-11-09,343.7
1512,Free,3 month,2025-03-19,2025-06-17,0.0
1513,Premium,3 month,2025-01-23,2025-04-23,440.62
1514,Free,3 month,2024-12-27,2025-03-27,0.0
1515,Free,3 month,2024-11-26,2025-02-24,0.0
1516,Family,Monthly,2025-04-22,2025-05-22,605.06
1517,Premium,Monthly,2024-10-27,2024-11-26,886.02
1518,Family,Monthly,2024-11-19,2024-12-19,605.06
1519,Family,Yearly,2025-02-08,2026-02-08,942.15
1520,Family,3 month,2025-02-15,2025-05-16,605.06
1521,Free,Monthly,2025-05-31,2025-06-30,0.0
1522,Free,Monthly,2025-01-05,2025-02-04,0.0
1523,Family,Monthly,2025-04-17,2025-05-17,295.47
1524,Premium,3 month,2025-07-16,2025-10-14,605.06
1525,Free,Monthly,2024-11-17,2024-12-17,0.0
1526,Family,3 month,2024-12-08,2025-03-08,927.5
1527,Free,3 month,2025-04-26,2025-07-25,0.0
1528,Premium,3 month,2025-06-02,2025-08-31,605.06
1529,Premium,Yearly,2024-09-01,2025-09-01,964.23
1530,Premium,Yearly,2024-12-16,2025-12-16,605.06
1531,Free,3 month,2025-01-24,2025-04-24,0.0
1532,Premium,Yearly,2024-11-15,2025-11-15,854.17
1533,Family,Monthly,2025-04-09,2025-05-09,605.06
1534,Family,Monthly,2024-10-24,2024-11-23,659.08
1535,Premium,Monthly,2024-10-26,2024-11-25,605.06
1536,Premium,Yearly,2025-07-11,2026-07-11,605.06
1537,Premium,Monthly,2025-02-09,2025-03-11,605.06
1538,Premium,3 month,2025-03-16,2025-06-14,605.06
1539,Free,Yearly,2024-08-11,2025-08-11,0.0
1540,Premium,Monthly,2024-10-07,2024-11-06,605.06
1541,Premium,Yearly,2025-03-29,2026-03-29,905.97
1542,Family,Monthly,2024-10-26,2024-11-25,732.02
1543,Free,3 month,2024-11-21,2025-02-19,0.0
1544,Family,Yearly,2025-07-13,2026-07-13,605.06
1545,Family,Monthly,2025-05-25,2025-06-24,605.06
1546,Premium,3 month,2024-11-05,2025-02-03,605.06
1547,Family,Monthly,2025-06-22,2025-07-22,605.06
1548,Premium,Yearly,2025-01-08,2026-01-08,605.06
1549,Free,Monthly,2024-09-03,2024-10-03,0.0
1550,Premium,3 month,2025-07-12,2025-10-10,605.06
1551,Family,Yearly,2024-11-11,2025-11-11,494.51
1552,Premium,Yearly,2025-05-19,2026-05-19,680.81
1553,Premium,Monthly,2025-08-07,2025-09-06,605.06
1554,Premium,3 month,2024-12-28,2025-03-28,883.31
1555,Family,Monthly,2025-01-27,2025-02-26,605.06
1556,Free,Monthly,2025-04-28,2025-05-28,0.0
1557,Premium,Monthly,2025-05-03,2025-06-02,605.06
1558,Premium,Yearly,2025-01-01,2026-01-01,356.81
1559,Family,3 month,2025-04-29,2025-07-28,290.28
1560,Family,Yearly,2025-03-25,2026-03-25,605.06
1561,Premium,Yearly,2025-04-11,2026-04-11,446.08
1562,Premium,Yearly,2024-12-24,2025-12-24,565.83
1563,Premium,3 month,2025-05-14,2025-08-12,605.06
1564,Premium,Monthly,2024-08-14,2024-09-13,605.06
1565,Family,Yearly,2025-06-27,2026-06-27,605.06
1566,Premium,3 month,2024-09-03,2024-12-02,989.82
1567,Family,Yearly,2024-10-11,2025-10-11,473.28
1568,Family,Monthly,2025-04-20,2025-05-20,605.06
1569,Family,Yearly,2025-01-20,2026-01-20,999.45
1570,Premium,3 month,2024-10-31,2025-01-29,605.06
1571,Premium,Monthly,2025-07-12,2025-08-11,605.06
1572,Premium,3 month,2025-02-05,2025-05-06,605.06
1573,Free,Yearly,2025-06-11,2026-06-11,0.0
1574,Free,3 month,2024-10-18,2025-01-16,0.0
1575,Free,Monthly,2025-07-04,2025-08-03,0.0
1576,Premium,Monthly,2025-05-29,2025-06-28,605.06
1577,Free,Monthly,2025-02-14,2025-03-16,0.0
1578,Premium,Yearly,2025-05-17,2026-05-17,605.06
1579,Premium,Monthly,2025-08-07,2025-09-06,605.06
1580,Premium,3 month,2025-03-17,2025-06-15,975.28
1581,Premium,Monthly,2025-07-30,2025-08-29,605.06
1582,Free,3 month,2025-08-08,2025-11-06,0.0
1583,Premium,Yearly,2025-01-16,2026-01-16,605.06
1584,Family,Yearly,2025-05-11,2026-05-11,605.06
1585,Premium,Yearly,2025-02-23,2026-02-23,673.52
1586,Free,Monthly,2025-07-06,2025-08-05,0.0
1587,Family,3 month,2025-03-11,2025-06-09,605.06
1588,Premium,Yearly,2024-12-10,2025-12-10,605.06
1589,Premium,Yearly,2025-06-04,2026-06-04,605.06
1590,Premium,Yearly,2024-09-06,2025-09-06,605.06
1591,Free,Yearly,2025-01-03,2026-01-03,0.0
1592,Premium,Yearly,2025-05-09,2026-05-09,613.0
1593,Premium,Yearly,2025-01-14,2026-01-14,367.96
1594,Premium,3 month,2025-05-18,2025-08-16,605.06
1595,Premium,Yearly,2025-06-23,2026-06-23,683.8
1596,Family,Yearly,2024-09-26,2025-09-26,605.06
1597,Premium,Monthly,2025-03-05,2025-04-04,793.44
1598,Premium,Monthly,2024-11-01,2024-12-01,605.06
1599,Free,Yearly,2024-08-14,2025-08-14,0.0
1600,Free,Monthly,2025-04-14,2025-05-14,0.0
1601,Free,Yearly,2025-01-07,2026-01-07,0.0
1602,Free,Yearly,2025-03-09,2026-03-09,0.0
1603,Premium,3 month,2025-08-01,2025-10-30,605.06
1604,Premium,Monthly,2025-04-10,2025-05-10,605.06
1605,Premium,Yearly,2025-07-07,2026-07-07,605.06
1606,Free,3 month,2025-03-22,2025-06-20,0.0
1607,Premium,3 month,2025-05-03,2025-08-01,993.69
1608,Family,Monthly,2025-01-12,2025-02-11,605.06
1609,Free,Yearly,2025-05-01,2026-05-01,0.0
1610,Premium,Yearly,2024-09-15,2025-09-15,605.06
1611,Free,Monthly,2025-04-14,2025-05-14,0.0
1612,Free,Yearly,2024-10-08,2025-10-08,0.0
1613,Family,Yearly,2025-04-13,2026-04-13,755.7
1614,Free,Monthly,2024-09-04,2024-10-04,0.0
1615,Premium,3 month,2025-07-11,2025-10-09,352.7
1616,Premium,Yearly,2024-09-14,2025-09-14,212.38
1617,Free,Monthly,2025-01-07,2025-02-06,0.0
1618,Free,Monthly,2025-06-15,2025-07-15,0.0
1619,Premium,3 month,2024-08-16,2024-11-14,605.06
1620,Family,Yearly,2025-06-22,2026-06-22,605.06
1621,Premium,3 month,2025-07-27,2025-10-25,605.06
1622,Premium,3 month,2025-05-21,2025-08-19,929.86
1623,Premium,3 month,2025-02-13,2025-05-14,605.06
1624,Family,3 month,2024-11-01,2025-01-30,605.06
1625,Premium,Monthly,2025-06-19,2025-07-19,605.06
1626,Premium,Yearly,2024-11-19,2025-11-19,605.06
1627,Family,3 month,2025-02-09,2025-05-10,605.06
1628,Free,Monthly,2025-01-21,2025-02-20,0.0
1629,Premium,Yearly,2025-06-29,2026-06-29,605.06
1630,Free,Monthly,2025-02-02,2025-03-04,0.0
1631,Premium,3 month,2024-11-27,2025-02-25,605.06
1632,Family,3 month,2025-05-06,2025-08-04,605.06
1633,Free,Monthly,2024-10-04,2024-11-03,0.0
1634,Premium,3 month,2025-07-29,2025-10-27,605.06
1635,Family,3 month,2025-02-11,2025-05-12,875.25
1636,Family,Yearly,2024-09-28,2025-09-28,605.06
1637,Premium,Yearly,2024-12-19,2025-12-19,207.83
1638,Free,3 month,2025-04-04,2025-07-03,0.0
1639,Premium,3 month,2025-07-15,2025-10-13,605.06
1640,Free,3 month,2025-03-31,2025-06-29,0.0
1641,Premium,Yearly,2025-03-18,2026-03-18,605.06
1642,Premium,Yearly,2025-07-25,2026-07-25,605.06
1643,Premium,3 month,2025-04-22,2025-07-21,605.06
1644,Family,3 month,2024-09-06,2024-12-05,605.06
1645,Family,Yearly,2024-09-19,2025-09-19,503.92
1646,Free,Yearly,2024-12-05,2025-12-05,0.0
1647,Free,Yearly,2024-11-15,2025-11-15,0.0
1648,Premium,Yearly,2025-04-16,2026-04-16,605.06
1649,Family,3 month,2024-09-25,2024-12-24,605.06
1650,Family,Yearly,2024-08-20,2025-08-20,605.06
1651,Free,Monthly,2024-11-16,2024-12-16,0.0
1652,Premium,Monthly,2025-06-12,2025-07-12,605.06
1653,Premium,3 month,2024-11-02,2025-01-31,605.06
1654,Premium,Yearly,2025-04-26,2026-04-26,605.06
1655,Free,3 month,2025-04-10,2025-07-09,0.0
1656,Free,Monthly,2025-03-29,2025-04-28,0.0
1657,Family,3 month,2025-02-19,2025-05-20,605.06
1658,Free,Monthly,2024-12-12,2025-01-11,0.0
1659,Premium,3 month,2024-08-12,2024-11-10,605.06
1660,Premium,Yearly,2024-10-30,2025-10-30,756.74
1661,Premium,Yearly,2025-02-22,2026-02-22,466.7
1662,Premium,3 month,2024-12-11,2025-03-11,605.06
1663,Family,Yearly,2025-07-15,2026-07-15,605.06
1664,Family,3 month,2025-06-16,2025-09-14,605.06
1665,Free,3 month,2025-07-18,2025-10-16,0.0
1666,Premium,3 month,2024-11-09,2025-02-07,605.06
1667,Family,3 month,2025-02-26,2025-05-27,605.06
1668,Premium,3 month,2025-06-26,2025-09-24,605.06
1669,Premium,Yearly,2025-05-19,2026-05-19,605.06
1670,Family,Monthly,2024-12-14,2025-01-13,605.06
1671,Premium,Monthly,2025-06-17,2025-07-17,605.06
1672,Premium,Monthly,2025-05-17,2025-06-16,605.06
1673,Premium,Yearly,2024-08-18,2025-08-18,605.06
1674,Free,Monthly,2025-01-04,2025-02-03,0.0
1675,Premium,Yearly,2025-05-22,2026-05-22,605.06
1676,Premium,3 month,2025-04-16,2025-07-15,801.37
1677,Premium,Yearly,2024-11-17,2025-11-17,605.06
1678,Premium,Monthly,2025-01-30,2025-03-01,951.44
1679,Premium,3 month,2024-10-19,2025-01-17,605.06
1680,Premium,Monthly,2025-04-03,2025-05-03,605.06
1681,Premium,3 month,2025-07-14,2025-10-12,605.06
1682,Premium,Yearly,2025-02-24,2026-02-24,207.52
1683,Family,Yearly,2025-03-17,2026-03-17,605.06
1684,Free,Monthly,2025-08-02,2025-09-01,0.0
1685,Premium,Yearly,2024-12-15,2025-12-15,605.06
1686,Free,Yearly,2025-01-04,2026-01-04,0.0
1687,Family,Yearly,2024-12-17,2025-12-17,605.06
1688,Premium,Monthly,2025-02-22,2025-03-24,605.06
1689,Family,Yearly,2025-04-01,2026-04-01,605.06
1690,Free,Monthly,2025-03-01,2025-03-31,0.0
1691,Family,Yearly,2024-10-25,2025-10-25,283.2
1692,Family,Yearly,2024-09-11,2025-09-11,605.06
1693,Premium,3 month,2024-10-31,2025-01-29,605.06
1694,Free,Yearly,2024-09-27,2025-09-27,0.0
1695,Premium,Monthly,2025-01-24,2025-02-23,605.06
1696,Premium,Monthly,2024-08-27,2024-09-26,810.76
1697,Premium,3 month,2025-06-29,2025-09-27,605.06
1698,Premium,Monthly,2024-09-24,2024-10-24,605.06
1699,Free,Monthly,2025-04-01,2025-05-01,0.0
1700,Premium,Yearly,2024-12-01,2025-12-01,751.16
1701,Free,Yearly,2025-07-31,2026-07-31,0.0
1702,Family,Yearly,2024-11-25,2025-11-25,605.06
1703,Premium,Monthly,2024-12-07,2025-01-06,446.8
1704,Premium,Monthly,2024-11-30,2024-12-30,352.95
1705,Free,Monthly,2025-04-23,2025-05-23,0.0
1706,Premium,Yearly,2024-11-08,2025-11-08,605.06
1707,Premium,3 month,2025-02-02,2025-05-03,605.06
1708,Free,3 month,2025-02-24,2025-05-25,0.0
1709,Family,3 month,2025-06-15,2025-09-13,605.06
1710,Premium,3 month,2024-11-26,2025-02-24,388.33
1711,Free,Yearly,2025-02-06,2026-02-06,0.0
1712,Free,Monthly,2024-08-30,2024-09-29,0.0
1713,Family,Monthly,2025-08-04,2025-09-03,735.26
1714,Premium,Monthly,2024-09-19,2024-10-19,605.06
1715,Premium,Yearly,2025-01-11,2026-01-11,605.06
1716,Premium,Yearly,2024-08-22,2025-08-22,605.06
1717,Free,3 month,2025-03-03,2025-06-01,0.0
1718,Free,Yearly,2024-12-02,2025-12-02,0.0
1719,Free,Monthly,2024-09-19,2024-10-19,0.0
1720,Premium,Yearly,2025-04-26,2026-04-26,558.1
1721,Family,3 month,2025-07-30,2025-10-28,200.3
1722,Free,Monthly,2025-01-13,2025-02-12,0.0
1723,Family,Yearly,2025-06-08,2026-06-08,694.98
1724,Premium,Monthly,2025-05-27,2025-06-26,207.24
1725,Family,Yearly,2024-09-01,2025-09-01,479.67
1726,Family,3 month,2025-08-06,2025-11-04,605.06
1727,Premium,Yearly,2025-05-30,2026-05-30,605.06
1728,Premium,3 month,2024-11-09,2025-02-07,605.06
1729,Family,3 month,2025-03-08,2025-06-06,814.09
1730,Free,3 month,2025-04-10,2025-07-09,0.0
1731,Family,Yearly,2024-10-17,2025-10-17,437.29
1732,Free,3 month,2025-03-23,2025-06-21,0.0
1733,Premium,3 month,2024-09-04,2024-12-03,639.44
1734,Family,Monthly,2025-02-12,2025-03-14,901.71
1735,Family,3 month,2024-11-21,2025-02-19,911.65
1736,Premium,Yearly,2025-06-01,2026-06-01,605.06
1737,Premium,3 month,2025-08-06,2025-11-04,605.06
1738,Premium,3 month,2024-08-14,2024-11-12,605.06
1739,Free,Monthly,2025-02-28,2025-03-30,0.0
1740,Family,3 month,2024-11-22,2025-02-20,605.06
1741,Premium,3 month,2025-01-25,2025-04-25,856.87
1742,Premium,Monthly,2024-11-09,2024-12-09,642.54
1743,Premium,Monthly,2025-04-15,2025-05-15,605.06
1744,Premium,3 month,2024-11-23,2025-02-21,605.06
1745,Free,3 month,2024-09-02,2024-12-01,0.0
1746,Premium,3 month,2025-03-11,2025-06-09,605.06
1747,Premium,3 month,2025-03-31,2025-06-29,605.06
1748,Free,Yearly,2025-04-11,2026-04-11,0.0
1749,Premium,Monthly,2025-08-07,2025-09-06,605.06
1750,Premium,3 month,2025-01-17,2025-04-17,605.06
1751,Free,Yearly,2024-10-15,2025-10-15,0.0
1752,Premium,3 month,2024-12-21,2025-03-21,261.15
1753,Premium,Yearly,2024-10-19,2025-10-19,605.06
1754,Family,Yearly,2025-07-31,2026-07-31,452.23
1755,Premium,Monthly,2024-11-03,2024-12-03,605.06
1756,Premium,Monthly,2024-10-27,2024-11-26,313.81
1757,Free,3 month,2025-04-29,2025-07-28,0.0
1758,Free,Monthly,2025-03-18,2025-04-17,0.0
1759,Premium,3 month,2025-07-22,2025-10-20,470.38
1760,Family,Yearly,2025-02-26,2026-02-26,605.06
1761,Premium,Monthly,2024-11-06,2024-12-06,655.88
1762,Premium,Monthly,2024-09-11,2024-10-11,253.74
1763,Family,3 month,2025-07-24,2025-10-22,654.77
1764,Premium,3 month,2025-06-15,2025-09-13,605.06
1765,Premium,Yearly,2024-11-22,2025-11-22,605.06
1766,Free,3 month,2024-08-11,2024-11-09,0.0
1767,Premium,Yearly,2025-03-22,2026-03-22,246.71
1768,Family,3 month,2024-11-17,2025-02-15,605.06
