song_id,name,album,album_id,artist_id,duration,genre
599,West week man treatment.,Write,98,38,16,Jazz
600,Market east.,Officer,28,11,16,Classical
601,Wait risk either.,Represent,20,7,16,Pop
602,Well civil close.,Hope,57,22,18,Pop
603,Each action shake.,Us,51,19,20,Classical
604,Without pull wife.,Water,84,32,16,Rock
605,Future cost serve range.,Increase,74,28,14,Electronic
606,That production.,Friend,27,11,16,Classical
607,Read simply usually.,Happy,6,2,16,Rock
608,Place over.,Increase,74,28,22,Electronic
609,Approach detail.,Ground,38,15,21,Pop
610,Budget popular.,Gun,61,23,12,Hip-hop
611,Often voice.,Gun,61,23,16,Hip-hop
612,Until hospital.,Information,103,40,16,Hip-hop
613,Song.,When,24,10,13,Classical
614,Final decision history.,Response,58,22,24,Pop
615,Against toward thing.,Region,22,9,15,Melody
616,His move general.,Team,85,33,16,Rock
617,Poor big describe.,Save,29,12,11,Classical
618,Including high fire.,Worker,73,27,16,Jazz
619,Area pretty.,Black,65,24,16,Classical
620,Goal result.,Arm,53,20,24,Hip-hop
621,Story.,Gun,61,23,16,Hip-hop
622,Be notice collection knowledge.,Role,94,37,25,Jazz
623,Again other enough record.,Might,15,5,16,Rock
624,Evidence product subject.,Notice,72,27,24,Jazz
625,Number movement save.,Hope,57,22,16,Pop
626,Debate where security.,List,102,40,16,Hip-hop
627,Bit truth charge.,Executive,87,35,16,Hip-hop
628,Level majority.,Sport,7,3,16,Hip-hop
629,Difficult enough.,Officer,28,11,21,Classical
630,Allow look maintain.,Sport,7,3,16,Hip-hop
631,Idea less win.,Able,70,26,19,Electronic
632,Mrs.,Officer,28,11,24,Classical
633,Figure speech response.,Knowledge,79,30,8,Pop
634,Sing market.,True,45,18,16,Rock
635,These process.,Head,56,21,24,Electronic
636,Art sell.,Any,86,34,16,Jazz
637,Brother center.,Can,96,38,20,Jazz
638,Body stock wear.,Item,80,31,16,Classical
639,Student.,Increase,74,28,16,Electronic
640,Number quickly project.,When,24,10,25,Classical
641,Success.,Start,34,13,18,Rock
642,History risk certainly into.,List,102,40,16,Hip-hop
643,Cold school whom best.,Start,34,13,5,Rock
644,Law low.,Wait,77,29,16,Jazz
645,Trial their read.,Knowledge,79,30,16,Pop
646,Tree.,Room,40,16,21,Electronic
647,Seat everybody growth.,Wrong,8,4,16,Electronic
648,Us somebody sport.,Gun,61,23,16,Hip-hop
649,As before clearly.,Doctor,54,20,16,Hip-hop
650,Land spring energy.,Able,70,26,23,Electronic
651,Child seek represent.,Full,12,4,18,Electronic
652,Compare machine just.,Wait,77,29,20,Jazz
653,Conference large imagine.,Budget,26,11,25,Classical
654,Develop trial.,Star,35,13,16,Rock
655,Woman group.,Professional,67,25,16,Hip-hop
656,Teach system common.,Happy,6,2,19,Rock
657,Positive.,Allow,39,16,16,Electronic
658,Law rich.,Wrong,8,4,9,Electronic
659,Feeling who.,International,99,39,23,Hip-hop
660,Security support join.,Under,42,16,15,Electronic
661,Agency stuff focus able.,Happy,6,2,14,Rock
662,News understand who.,Region,22,9,24,Melody
663,Quality.,Both,14,5,16,Rock
664,On point.,Ground,38,15,25,Pop
665,Sort million rock.,Gun,61,23,16,Hip-hop
666,Music yeah newspaper.,Represent,20,7,8,Pop
667,Strategy as.,Film,31,13,16,Rock
668,Spend crime.,Place,75,29,16,Jazz
669,Reflect simple.,Increase,74,28,13,Electronic
670,Generation join yet fall.,Manager,48,19,9,Classical
671,Stand message.,Item,80,31,16,Classical
672,Movement position summer.,Knowledge,79,30,23,Pop
673,Raise me.,Professional,67,25,16,Hip-hop
674,Ready left.,Represent,20,7,9,Pop
675,Analysis maintain if.,Executive,87,35,11,Hip-hop
676,Interesting.,Officer,28,11,14,Classical
677,Why.,Represent,20,7,12,Pop
678,Of our big mean.,Then,36,14,17,Jazz
679,Crime join up.,Head,56,21,19,Electronic
680,Something or respond.,Listen,32,13,16,Rock
681,Story hotel in.,Fall,33,13,23,Rock
682,Why laugh.,Across,97,38,16,Jazz
683,Situation then change.,Box,44,17,13,Melody
684,Cultural drop.,Property,81,32,16,Rock
685,Business later major.,Ground,38,15,22,Pop
686,Idea offer.,Item,80,31,16,Classical
687,Draw.,Yourself,83,32,16,Rock
688,Well research investment.,Box,44,17,5,Melody
689,Politics strategy begin.,Worker,73,27,16,Jazz
690,First stage.,Ground,38,15,16,Pop
691,Customer international half.,Those,13,5,23,Rock
692,Argue.,Girl,49,19,16,Classical
693,Design other.,Film,31,13,16,Rock
694,Experience always agency.,Even,23,9,5,Melody
695,Parent candidate his.,Team,85,33,16,Rock
696,Identify argue receive.,Fall,33,13,16,Rock
697,Rock.,Increase,74,28,16,Electronic
698,Mind good.,Region,22,9,24,Melody
699,Him.,Even,95,37,16,Jazz
700,Arrive might mother.,Might,15,5,16,Rock
701,Yet more.,Even,95,37,16,Jazz
702,Conference.,Happy,6,2,16,Rock
703,Speech teacher.,Team,85,33,16,Rock
704,Thank throughout.,Item,80,31,16,Classical
705,Record direction despite.,Girl,49,19,7,Classical
706,From interest.,Represent,20,7,16,Pop
707,During.,Region,22,9,16,Melody
708,Over account.,Role,94,37,16,Jazz
709,Maintain either.,Every,100,40,16,Hip-hop
710,Yourself respond she.,Pull,37,14,16,Jazz
711,Oil whether measure strategy.,Both,14,5,18,Rock
712,Media perform discussion.,Avoid,16,6,8,Pop
713,Myself they.,List,102,40,16,Hip-hop
714,Represent figure allow.,Writer,93,36,16,Jazz
715,Individual beat bag.,Wrong,8,4,16,Electronic
716,Today responsibility any.,Arm,55,21,19,Electronic
717,Risk seem.,Box,44,17,16,Melody
718,Push.,Item,80,31,16,Classical
719,Some attack.,Item,80,31,16,Classical
720,Street program whole.,Clear,82,32,16,Rock
721,Assume.,Able,70,26,16,Electronic
722,Rate defense feel.,Gun,61,23,16,Hip-hop
723,Thousand return American.,Item,80,31,16,Classical
724,Form wrong dinner.,Increase,74,28,15,Electronic
725,Without owner him.,Item,80,31,16,Classical
726,Something decision none.,As,21,8,24,Electronic
727,Civil reveal someone life.,Able,70,26,15,Electronic
728,If chair.,Gun,61,23,16,Hip-hop
729,Water discuss.,Water,84,32,16,Rock
730,Do gas.,Dark,92,36,8,Jazz
731,Though material.,As,21,8,16,Electronic
732,Economic increase.,Believe,69,25,16,Hip-hop
733,Certainly.,Responsibility,9,4,16,Electronic
734,Clearly southern media.,As,21,8,10,Electronic
735,Particularly door.,Wait,77,29,16,Jazz
736,Site increase.,When,24,10,16,Classical
737,Start floor.,Those,13,5,14,Rock
738,Remain recently.,Any,86,34,19,Jazz
739,Decade fact pass.,Sport,7,3,16,Hip-hop
740,May send.,Us,51,19,25,Classical
741,Too call lead.,Stuff,88,35,9,Hip-hop
742,Decade product attack.,Song,25,10,17,Classical
743,Myself.,Item,80,31,13,Classical
744,Child plant above.,Gun,61,23,16,Hip-hop
745,Bit development.,Role,94,37,16,Jazz
746,Cold participant.,Item,80,31,16,Classical
747,Nation action why.,As,21,8,16,Electronic
748,Other police system.,Sport,7,3,16,Hip-hop
749,Development off.,Cup,63,24,21,Classical
750,Situation.,Friend,27,11,16,Classical
751,House century of.,Save,29,12,16,Classical
752,Image practice.,Then,36,14,20,Jazz
753,Friend allow.,Across,97,38,8,Jazz
754,Drop direction physical citizen.,Response,58,22,16,Pop
755,Billion Democrat.,Information,10,4,16,Electronic
756,Smile back go close.,Officer,28,11,16,Classical
757,Health kind.,Program,89,35,16,Hip-hop
758,Wrong simple allow.,Arm,53,20,22,Hip-hop
759,Statement picture top.,Behind,91,36,17,Jazz
760,I green.,Happy,6,2,19,Rock
761,Value skill gun.,Item,80,31,16,Classical
762,Economic.,Save,29,12,16,Classical
763,Traditional officer fly.,Cup,63,24,16,Classical
764,Score data protect.,Central,101,40,16,Hip-hop
765,Life reveal.,Name,46,18,16,Rock
766,East structure.,Head,56,21,16,Electronic
767,Wait yourself plant.,Fill,78,29,16,Jazz
768,Continue citizen yard.,Role,94,37,16,Jazz
769,Group black.,Gun,61,23,7,Hip-hop
770,Can cell.,Couple,59,22,22,Pop
771,Company society.,Message,43,16,11,Electronic
772,Issue environmental.,Real,52,20,24,Hip-hop
773,Visit health.,Water,84,32,16,Rock
774,Like option author.,Arm,55,21,22,Electronic
775,Huge.,Director,30,12,16,Classical
776,Citizen personal.,Stuff,88,35,16,Hip-hop
777,Huge visit range sure.,Team,85,33,16,Rock
778,Actually.,Save,29,12,10,Classical
779,Statement land.,Box,44,17,18,Melody
780,Price environment share.,Represent,20,7,22,Pop
781,Not find.,Collection,47,18,13,Rock
782,Wife turn threat.,Box,44,17,16,Melody
783,Yeah hard product.,Gun,61,23,16,Hip-hop
784,Them sure green.,As,21,8,14,Electronic
785,Challenge would.,Avoid,16,6,16,Pop
786,Economy source.,Head,56,21,16,Electronic
787,Particular know.,Team,85,33,23,Rock
788,He head health.,Save,29,12,16,Classical
789,Firm like door.,Ground,38,15,15,Pop
790,Reveal reason represent.,When,24,10,16,Classical
791,Positive sense.,Head,56,21,9,Electronic
792,Media child adult.,Increase,74,28,16,Electronic
793,Continue knowledge benefit.,Save,29,12,15,Classical
794,Already cultural.,Team,85,33,22,Rock
795,Sit magazine so.,Able,70,26,16,Electronic
796,Upon choose.,Central,101,40,16,Hip-hop
797,Evening leg.,Both,14,5,16,Rock
798,Skin everyone determine.,Pay,19,6,16,Pop
799,Modern push.,Black,65,24,15,Classical
800,Head indeed.,Represent,20,7,25,Pop
